-3.936589813232421875e+01	-3.089570045471191406e+00	9.910089492797851562e+00
-3.927930068969726562e+01	-2.182760000228881836e+00	1.135290050506591797e+01
-3.932659912109375000e+01	-4.207040309906005859e+00	8.495470046997070312e+00
-3.904540252685546875e+01	-3.552660226821899414e+00	1.216800022125244141e+01
-3.899280166625976562e+01	-1.875249981880187988e+00	1.288809967041015625e+01
-3.915509796142578125e+01	-4.586580276489257812e+00	1.070460033416748047e+01
-3.861949920654296875e+01	-3.101350069046020508e+00	1.406890010833740234e+01
-3.916959762573242188e+01	-3.869050025939941406e+00	6.596479892730712891e+00
-3.937739944458007812e+01	-2.328310012817382812e+00	8.216990470886230469e+00
-3.901150131225585938e+01	-5.675640106201171875e+00	7.112319946289062500e+00
-3.926910018920898438e+01	-6.016309857368469238e-01	1.195180034637451172e+01
-3.906840133666992188e+01	-5.782989978790283203e+00	9.176839828491210938e+00
-3.939060211181640625e+01	-1.192630052566528320e+00	1.020679950714111328e+01
-3.846510314941406250e+01	-1.679620027542114258e+00	1.472760009765625000e+01
-3.864939880371093750e+01	-6.513380050659179688e+00	4.978320121765136719e+00
-3.886960220336914062e+01	-4.871379852294921875e+00	5.221620082855224609e+00
-3.882460021972656250e+01	-5.029779911041259766e+00	1.223289966583251953e+01
-3.862800216674804688e+01	-7.364000320434570312e+00	6.365130424499511719e+00
-3.871519851684570312e+01	-5.501399636268615723e-01	1.393209934234619141e+01
-3.877600097656250000e+01	-7.158619880676269531e+00	8.142680168151855469e+00
-3.804299926757812500e+01	-3.087389945983886719e+00	1.549030017852783203e+01
-3.851560211181640625e+01	-5.795239925384521484e+00	3.396549940109252930e+00
-3.880909729003906250e+01	-6.362269878387451172e+00	1.101510047912597656e+01
-3.844349670410156250e+01	-4.358020305633544922e+00	1.403730010986328125e+01
-3.877880096435546875e+01	-7.128609657287597656e+00	9.712220191955566406e+00
-3.769480133056640625e+01	-1.403789997100830078e+00	1.649219894409179688e+01
-3.823600006103515625e+01	-7.556220054626464844e+00	3.395250082015991211e+00
-3.902410125732421875e+01	4.634529948234558105e-01	1.279370021820068359e+01
-3.826670074462890625e+01	-8.293580055236816406e+00	5.049639701843261719e+00
-3.835810089111328125e+01	-6.096189975738525391e+00	1.325269985198974609e+01
-3.811350250244140625e+01	-7.757809758186340332e-02	1.552190017700195312e+01
-3.930659866333007812e+01	3.360779881477355957e-01	1.104819965362548828e+01
-3.866270065307617188e+01	-4.402969837188720703e+00	3.711129903793334961e+00
-3.820280075073242188e+01	-6.511549949645996094e+00	1.870380043983459473e+00
-3.918970108032226562e+01	-2.260929822921752930e+00	6.313509941101074219e+00
-3.887910079956054688e+01	-3.342339992523193359e+00	4.791100025177001953e+00
-3.835950088500976562e+01	-8.317779541015625000e+00	6.942959785461425781e+00
-3.938140106201171875e+01	4.410890042781829834e-01	9.789319992065429688e+00
-3.723270034790039062e+01	-2.210220098495483398e+00	1.723520088195800781e+01
-3.846649932861328125e+01	-4.690700054168701172e+00	2.166700124740600586e+00
-3.937720108032226562e+01	-6.080430150032043457e-01	8.542449951171875000e+00
-3.840729904174804688e+01	-8.452890396118164062e+00	8.901029586791992188e+00
-3.838339996337890625e+01	-8.141389846801757812e+00	1.066289997100830078e+01
-3.895579910278320312e+01	5.058030128479003906e+00	-7.255970239639282227e-01
-3.924230194091796875e+01	4.660199642181396484e+00	1.022959947586059570e+00
-3.931689834594726562e+01	-1.030010104179382324e+00	7.204929828643798828e+00
-3.921070098876953125e+01	5.873780250549316406e+00	2.503999948501586914e+00
-3.812369918823242188e+01	-5.293759822845458984e+00	2.131129950284957886e-01
-3.889939880371093750e+01	2.872989892959594727e+00	-1.015980005264282227e+00
-3.899129867553710938e+01	6.173590183258056641e+00	8.007479906082153320e-01
-3.781830215454101562e+01	-8.182060241699218750e+00	1.397140026092529297e+00
-3.907889938354492188e+01	1.611449956893920898e+00	1.238459968566894531e+01
-3.828689956665039062e+01	-7.451440334320068359e+00	1.212430000305175781e+01
-3.847010040283203125e+01	1.042520046234130859e+00	1.446100044250488281e+01
-3.856879806518554688e+01	2.276849985122680664e+00	-2.783570051193237305e+00
-3.914300155639648438e+01	3.369689941406250000e+00	9.814860820770263672e-01
-3.732530212402343750e+01	1.006129980087280273e-01	1.697210121154785156e+01
-3.784019851684570312e+01	-9.121239662170410156e+00	3.044909954071044922e+00
-3.917089843750000000e+01	-7.757920026779174805e-01	6.019949913024902344e+00
-3.936940002441406250e+01	2.957610189914703369e-01	7.231509685516357422e+00
-3.822610092163085938e+01	4.362390041351318359e-01	-3.271729946136474609e+00
-3.933100128173828125e+01	3.981709957122802734e+00	2.481019973754882812e+00
-3.942219924926757812e+01	1.092700004577636719e+00	8.487059593200683594e+00
-3.727570343017578125e+01	-3.460710048675537109e+00	1.678429985046386719e+01
-3.752810287475585938e+01	-4.373909950256347656e+00	1.585580062866210938e+01
-3.934299850463867188e+01	2.072220087051391602e+00	1.016169929504394531e+01
-3.850419998168945312e+01	8.886139988899230957e-01	-1.668990015983581543e+00
-3.866619873046875000e+01	4.162619590759277344e+00	-2.369750022888183594e+00
-3.786310195922851562e+01	-7.029000282287597656e+00	-1.971849948167800903e-01
-3.933349990844726562e+01	4.981420040130615234e+00	4.031210422515869141e+00
-3.886089706420898438e+01	-1.515390038490295410e+00	4.334300041198730469e+00
-3.876169967651367188e+01	1.414829969406127930e+00	3.654159903526306152e-01
-3.778240203857421875e+01	-5.961689949035644531e+00	-1.877579927444458008e+00
-3.919459915161132812e+01	6.092359542846679688e+00	4.758260250091552734e+00
-3.875669860839843750e+01	6.240659713745117188e+00	9.406840324401855469e+00
-3.918030166625976562e+01	3.845160007476806641e-01	5.401480197906494141e+00
