2.234435462951660156e+01	2.806869888305664062e+01	6.602996063232421875e+01
2.183566856384277344e+01	2.873416137695312500e+01	6.607929992675781250e+01
2.210120010375976562e+01	2.832472419738769531e+01	6.670424652099609375e+01
2.250047111511230469e+01	2.769079208374023438e+01	6.681799316406250000e+01
2.276483726501464844e+01	2.739281463623046875e+01	6.612297821044921875e+01
2.260284423828125000e+01	2.780989265441894531e+01	6.532180023193359375e+01
2.210097503662109375e+01	2.847950744628906250e+01	6.532951354980468750e+01
2.168062210083007812e+01	2.886577796936035156e+01	6.693527221679687500e+01
2.154183197021484375e+01	2.913067817687988281e+01	6.543902587890625000e+01
2.132456970214843750e+01	2.933802032470703125e+01	6.622909545898437500e+01
2.212623596191406250e+01	2.817101478576660156e+01	6.743750762939453125e+01
2.286332702636718750e+01	2.697435188293457031e+01	6.691704559326171875e+01
2.256217193603515625e+01	2.737931442260742188e+01	6.756311798095703125e+01
2.310873222351074219e+01	2.666847610473632812e+01	6.621461486816406250e+01
2.301949501037597656e+01	2.710925865173339844e+01	6.542693328857421875e+01
2.289252471923828125e+01	2.751038551330566406e+01	6.463330841064453125e+01
2.239331436157226562e+01	2.822755050659179688e+01	6.456451416015625000e+01
2.182017135620117188e+01	2.889889907836914062e+01	6.467736816406250000e+01
2.117844772338867188e+01	2.948788070678710938e+01	6.694515228271484375e+01
2.154808425903320312e+01	2.898517990112304688e+01	6.767649078369140625e+01
2.122157478332519531e+01	2.953032302856445312e+01	6.482822418212890625e+01
2.097262763977050781e+01	2.973865509033203125e+01	6.564050292968750000e+01
2.074138450622558594e+01	2.996389579772949219e+01	6.649143981933593750e+01
2.191201591491699219e+01	2.839452171325683594e+01	6.807375335693359375e+01
2.229278564453125000e+01	2.768642425537109375e+01	6.823010253906250000e+01
2.290206336975097656e+01	2.656786918640136719e+01	6.767075347900390625e+01
2.316084289550781250e+01	2.620837593078613281e+01	6.696743774414062500e+01
2.262311363220214844e+01	2.695886802673339844e+01	6.830944061279296875e+01
2.337061119079589844e+01	2.588419914245605469e+01	6.628239440917968750e+01
2.333138275146484375e+01	2.635652351379394531e+01	6.552272033691406250e+01
2.327221488952636719e+01	2.677374458312988281e+01	6.474458312988281250e+01
2.324178314208984375e+01	2.705503845214843750e+01	6.394139099121093750e+01
2.287330436706542969e+01	2.770976638793945312e+01	6.386336517333984375e+01
2.200142478942871094e+01	2.882676696777343750e+01	6.391590118408203125e+01
2.247209358215332031e+01	2.828876304626464844e+01	6.376217269897460938e+01
2.144669532775878906e+01	2.939485359191894531e+01	6.405533599853515625e+01
2.047168350219726562e+01	3.022945213317871094e+01	6.729172515869140625e+01
2.101234245300292969e+01	2.966819000244140625e+01	6.756825256347656250e+01
2.157888603210449219e+01	2.881519508361816406e+01	6.858573150634765625e+01
2.117609405517578125e+01	2.941758346557617188e+01	6.830265808105468750e+01
2.086861038208007812e+01	2.994679260253906250e+01	6.416946411132812500e+01
2.063823318481445312e+01	3.009984016418457031e+01	6.496997833251953125e+01
2.039687919616699219e+01	3.029425811767578125e+01	6.577467346191406250e+01
2.014077568054199219e+01	3.051712226867675781e+01	6.653540802001953125e+01
2.197404670715332031e+01	2.809506797790527344e+01	6.881644439697265625e+01
2.229775428771972656e+01	2.732148361206054688e+01	6.905919647216796875e+01
2.293238639831542969e+01	2.610038566589355469e+01	6.838594818115234375e+01
2.317502403259277344e+01	2.575938796997070312e+01	6.767024993896484375e+01
2.339124488830566406e+01	2.538122940063476562e+01	6.701101684570312500e+01
2.264767456054687500e+01	2.655252647399902344e+01	6.895733642578125000e+01
2.355488777160644531e+01	2.555692100524902344e+01	6.559722900390625000e+01
2.356738090515136719e+01	2.506749153137207031e+01	6.630315399169921875e+01
2.353705406188964844e+01	2.599360466003417969e+01	6.484784698486328125e+01
2.351709175109863281e+01	2.634085655212402344e+01	6.405867767333984375e+01
2.350583076477050781e+01	2.663134956359863281e+01	6.324217605590820312e+01
2.319687461853027344e+01	2.736446952819824219e+01	6.311937713623046875e+01
2.280035591125488281e+01	2.803645515441894531e+01	6.304957580566406250e+01
2.227035713195800781e+01	2.870158004760742188e+01	6.310769271850585938e+01
2.170328330993652344e+01	2.927908134460449219e+01	6.326413345336914062e+01
2.111977577209472656e+01	2.981996726989746094e+01	6.336084365844726562e+01
1.983569335937500000e+01	3.076108741760253906e+01	6.724690246582031250e+01
1.999562072753906250e+01	3.061285591125488281e+01	6.806263732910156250e+01
